# solver	iter	edge-exp-congestion
		(s12,s9) : 0.360767891208
		(s12,h12) : 0.000336117781823
		(h1,s1) : 9.37392828364e-06
		(h2,s2) : 0.000180433910067
		(h3,s3) : 0.000117972667267
		(h4,s4) : 0.000166362152472
		(h5,s5) : 9.22520495454e-05
		(h6,s6) : 0.000300663933878
		(h7,s7) : 9.92154136052e-05
		(h8,s8) : 0.000299658160135
		(h9,s9) : 0.00047253658399
		(h10,s10) : 3.41439328442e-05
		(h11,s11) : 0.000117640907044
		(h12,s12) : 0.0006831345732
ecmp	29	
		(s1,s2) : 0.0104841044744
		(s1,h1) : 1.85207326884e-05
		(s2,s1) : 0.0185207326884
		(s2,s5) : 0.354617555298
		(s2,s6) : 0.262609169272
		(s2,s12) : 0.334819634905
		(s2,h2) : 0.000271767185728
		(s3,s6) : 0.207126771112
		(s3,s9) : 0.152922126899
		(s3,h3) : 0.000472189528768
		(s4,s7) : 0.219294810245
		(s4,s10) : 0.0365861576547
		(s4,s11) : 0.0884626591702
		(s4,h4) : 0.000106547382921
		(s5,s2) : 0.319717377119
		(s5,s7) : 0.142105595432
		(s5,s8) : 0.305071261595
		(s5,h5) : 8.46429213632e-05
		(s6,s2) : 0.186149241601
		(s6,s3) : 0.349150073305
		(s6,s7) : 0.226396396644
		(s6,h6) : 0.000275224084854
		(s7,s4) : 0.182989065349
		(s7,s5) : 0.104898051967
		(s7,s6) : 0.2865411898
		(s7,h7) : 0.000110982031276
		(s8,s5) : 0.271598201387
		(s8,s10) : 0.0717969191025
		(s8,h8) : 0.000302250781034
		(s9,s3) : 0.360765786344
		(s9,s12) : 0.263124882554
		(s9,h9) : 0.000342928567877
		(s10,s4) : 0.0260446543247
		(s10,s8) : 0.0610081502969
		(s10,s11) : 0.0326964733005
		(s10,h10) : 4.6162680159e-05
		(s11,s4) : 0.0798567817609
		(s11,s10) : 0.0273056676239
		(s11,h11) : 0.000121159132471
		(s12,s2) : 0.535665582245
		(s12,s9) : 0.348447828094
		(s12,h12) : 0.000350358256747
		(h1,s1) : 1.04841044744e-05
		(h2,s2) : 0.000190317972451
		(h3,s3) : 0.00012232256713
		(h4,s4) : 0.000162000508557
		(h5,s5) : 0.000120423346857
		(h6,s6) : 0.000280642666221
		(h7,s7) : 9.76135360699e-05
		(h8,s8) : 0.000279566489632
		(h9,s9) : 0.000465449281782
		(h10,s10) : 3.02232137e-05
		(h11,s11) : 0.000107162449385
		(h12,s12) : 0.000636527149628
ecmp	30	
		(s1,s2) : 0.0107604108304
		(s1,h1) : 1.67397550046e-05
		(s2,s1) : 0.0167397550046
		(s2,s5) : 0.363307641903
		(s2,s6) : 0.284800234557
		(s2,s12) : 0.369562322944
		(s2,h2) : 0.00026563298362
		(s3,s6) : 0.203894866357
		(s3,s9) : 0.14681946747
		(s3,h3) : 0.000535961126586
		(s4,s7) : 0.227007336062
		(s4,s10) : 0.0381102159123
		(s4,s11) : 0.0909575805233
		(s4,h4) : 0.000111977875506
		(s5,s2) : 0.367841406921
		(s5,s7) : 0.16096257721
		(s5,s8) : 0.318907391492
		(s5,h5) : 8.76789072156e-05
		(s6,s2) : 0.172613992861
		(s6,s3) : 0.389908202415
		(s6,s7) : 0.22070403265
		(s6,h6) : 0.000271356195485
		(s7,s4) : 0.18825494676
		(s7,s5) : 0.102688355119
		(s7,s6) : 0.308776775371
		(s7,h7) : 0.00010544029966
		(s8,s5) : 0.307362248017
		(s8,s10) : 0.0803684766226
		(s8,h8) : 0.000315257146408
		(s9,s3) : 0.377596061677
		(s9,s12) : 0.266400202364
		(s9,h9) : 0.000348813720544
		(s10,s4) : 0.0335468471298
		(s10,s8) : 0.0675728507721
		(s10,s11) : 0.0369331475926
		(s10,h10) : 4.95795847029e-05
		(s11,s4) : 0.0783226123121
		(s11,s10) : 0.0268905975504
		(s11,h11) : 0.000127890728116
		(s12,s2) : 0.51415763398
		(s12,s9) : 0.366168043389
		(s12,h12) : 0.000367135514493
		(h1,s1) : 1.07604108304e-05
		(h2,s2) : 0.000234669493437
		(h3,s3) : 0.000119171196322
		(h4,s4) : 0.000167928601801
		(h5,s5) : 0.0001620320378
		(h6,s6) : 0.000257110547125
		(h7,s7) : 9.64864309878e-05
		(h8,s8) : 0.000316507628783
		(h9,s9) : 0.000479822473725
		(h10,s10) : 4.22631401122e-05
		(h11,s11) : 0.000105213209862
		(h12,s12) : 0.000611498666554
ecmp	31	
		(s1,s2) : 0.0120338503917
		(s1,h1) : 2.20558349788e-05
		(s2,s1) : 0.0220558349788
		(s2,s5) : 0.38044116321
		(s2,s6) : 0.276515293233
		(s2,s12) : 0.348640043785
		(s2,h2) : 0.000234981455629
		(s3,s6) : 0.221277749687
		(s3,s9) : 0.152449750776
		(s3,h3) : 0.000499452342788
		(s4,s7) : 0.242484996369
		(s4,s10) : 0.0434841623653
		(s4,s11) : 0.103810711131
		(s4,h4) : 0.000128902355606
		(s5,s2) : 0.347458046315
		(s5,s7) : 0.164795847523
		(s5,s8) : 0.334837770924
		(s5,h5) : 9.15265406668e-05
		(s6,s2) : 0.167460352344
		(s6,s3) : 0.368612438515
		(s6,s7) : 0.243070070359
		(s6,h6) : 0.000282569042593
		(s7,s4) : 0.21540597332
		(s7,s5) : 0.10910070053
		(s7,s6) : 0.31839832178
		(s7,h7) : 0.000113700023517
		(s8,s5) : 0.270691753949
		(s8,s10) : 0.0852680888672
		(s8,h8) : 0.000331652305549
		(s9,s3) : 0.3777543736
		(s9,s12) : 0.262986910095
		(s9,h9) : 0.000348587266182
		(s10,s4) : 0.0347465200722
		(s10,s8) : 0.0727700545142
		(s10,s11) : 0.0398394714048
		(s10,h10) : 5.35727753639e-05
		(s11,s4) : 0.0814808475227
		(s11,s10) : 0.0284971430898
		(s11,h11) : 0.000143650182535
		(s12,s2) : 0.537021953116
		(s12,s9) : 0.356437201499
		(s12,h12) : 0.000353924196512
		(h1,s1) : 1.20338503917e-05
		(h2,s2) : 0.00019865958867
		(h3,s3) : 0.000126813031137
		(h4,s4) : 0.000187048884556
		(h5,s5) : 0.00017838458774
		(h6,s6) : 0.00024552053911
		(h7,s7) : 0.000106254104897
		(h8,s8) : 0.000280004322926
		(h9,s9) : 0.0004804415976
		(h10,s10) : 4.36794270327e-05
		(h11,s11) : 0.000109977990612
		(h12,s12) : 0.000635756397247
ecmp	32	
		(s1,s2) : 0.0126878340443
		(s1,h1) : 2.05486237581e-05
		(s2,s1) : 0.0205486237581
		(s2,s5) : 0.439059132965
		(s2,s6) : 0.274573523709
		(s2,s12) : 0.381576754674
		(s2,h2) : 0.000236172444994
		(s3,s6) : 0.212523094341
		(s3,s9) : 0.150752837583
		(s3,h3) : 0.000487561744079
		(s4,s7) : 0.22583881706
		(s4,s10) : 0.0519892520954
		(s4,s11) : 0.103178439629
		(s4,h4) : 0.000150956731339
		(s5,s2) : 0.387170479665
		(s5,s7) : 0.187110322995
		(s5,s8) : 0.432532433444
		(s5,h5) : 8.14594982067e-05
		(s6,s2) : 0.188209214943
		(s6,s3) : 0.373267475516
		(s6,s7) : 0.264848722054
		(s6,h6) : 0.000261317764595
		(s7,s4) : 0.23421209563
		(s7,s5) : 0.121009851806
		(s7,s6) : 0.306759557687
		(s7,h7) : 0.000120127370134
		(s8,s5) : 0.276702495523
		(s8,s10) : 0.0930530418439
		(s8,h8) : 0.000436585172589
		(s9,s3) : 0.35300769632
		(s9,s12) : 0.26881385992
		(s9,h9) : 0.000352965365052
		(s10,s4) : 0.0322656887273
		(s10,s8) : 0.0770282300388
		(s10,s11) : 0.04122061996
		(s10,h10) : 5.647117425e-05
		(s11,s4) : 0.0730902460216
		(s11,s10) : 0.0299774509668
		(s11,h11) : 0.000144399059589
		(s12,s2) : 0.571150098244
		(s12,s9) : 0.356357658977
		(s12,h12) : 0.000376570714464
		(h1,s1) : 1.26878340443e-05
		(h2,s2) : 0.000192712853203
		(h3,s3) : 0.000124562504167
		(h4,s4) : 0.000192395209745
		(h5,s5) : 0.000251501254017
		(h6,s6) : 0.000293787001371
		(h7,s7) : 0.000104311013147
		(h8,s8) : 0.000296780046473
		(h9,s9) : 0.000467676424732
		(h10,s10) : 3.19659680699e-05
		(h11,s11) : 0.000103067696988
		(h12,s12) : 0.000653687857091
ecmp	33	
		(s1,s2) : 0.0139773301532
		(s1,h1) : 1.86402784536e-05
		(s2,s1) : 0.0186402784536
		(s2,s5) : 0.402520793329
		(s2,s6) : 0.263884733443
		(s2,s12) : 0.359822234263
		(s2,h2) : 0.000232699905336
		(s3,s6) : 0.22071762907
		(s3,s9) : 0.165568603078
		(s3,h3) : 0.000473694459696
		(s4,s7) : 0.238830856159
		(s4,s10) : 0.0481739698351
		(s4,s11) : 0.123609410723
		(s4,h4) : 0.000140143333996
		(s5,s2) : 0.343393767712
		(s5,s7) : 0.164363192866
		(s5,s8) : 0.363396769042
		(s5,h5) : 8.27640396108e-05
		(s6,s2) : 0.185951686042
		(s6,s3) : 0.372844490012
		(s6,s7) : 0.274019634575
		(s6,h6) : 0.000255118598913
		(s7,s4) : 0.242581525793
		(s7,s5) : 0.113390682203
		(s7,s6) : 0.304041279666
		(s7,h7) : 0.000115447688873
		(s8,s5) : 0.286818934108
		(s8,s10) : 0.0978286554913
		(s8,h8) : 0.000361170865322
		(s9,s3) : 0.355316130196
		(s9,s12) : 0.255741653716
		(s9,h9) : 0.000367962053443
		(s10,s4) : 0.0348931249976
		(s10,s8) : 0.0754661134133
		(s10,s11) : 0.0479469251881
		(s10,h10) : 5.7401456063e-05
		(s11,s4) : 0.0828441074242
		(s11,s10) : 0.0307881081601
		(s11,h11) : 0.000171556335911
		(s12,s2) : 0.539475353435
		(s12,s9) : 0.354685279752
		(s12,h12) : 0.000357985208655
		(h1,s1) : 1.39773301532e-05
		(h2,s2) : 0.000194769807483
		(h3,s3) : 0.000131820071638
		(h4,s4) : 0.000190438812499
		(h5,s5) : 0.000151187359591
		(h6,s6) : 0.000299290767362
		(h7,s7) : 9.82474929342e-05
		(h8,s8) : 0.000306955572466
		(h9,s9) : 0.000458765954524
		(h10,s10) : 3.89168861757e-05
		(h11,s11) : 0.000113632215584
		(h12,s12) : 0.000636581953863
ecmp	34	
		(s1,s2) : 0.0194771092385
		(s1,h1) : 2.19403083622e-05
		(s2,s1) : 0.0219403083622
		(s2,s5) : 0.356527756643
		(s2,s6) : 0.283338135464
		(s2,s12) : 0.34955020994
		(s2,h2) : 0.000316766174163
		(s3,s6) : 0.233594398498
		(s3,s9) : 0.160757819811
		(s3,h3) : 0.000474212506414
		(s4,s7) : 0.235676049433
		(s4,s10) : 0.0360913189003
		(s4,s11) : 0.104815984906
		(s4,h4) : 0.000141637781908
		(s5,s2) : 0.340041971658
		(s5,s7) : 0.157166838952
		(s5,s8) : 0.273330950522
		(s5,h5) : 9.68188698838e-05
		(s6,s2) : 0.197614757588
		(s6,s3) : 0.349791341771
		(s6,s7) : 0.265705942669
		(s6,h6) : 0.000287042314857
		(s7,s4) : 0.226388481226
		(s7,s5) : 0.10728538098
		(s7,s6) : 0.299527609468
		(s7,h7) : 0.000131055092961
		(s8,s5) : 0.320728546563
		(s8,s10) : 0.0882756631408
		(s8,h8) : 0.00026203881224
		(s9,s3) : 0.375177268063
		(s9,s12) : 0.267229841526
		(s9,h9) : 0.000353819895536
		(s10,s4) : 0.0413117507597
		(s10,s8) : 0.0673246062629
		(s10,s11) : 0.0410907944126
		(s10,h10) : 5.20208067695e-05
		(s11,s4) : 0.0811790912019
		(s11,s10) : 0.0258339621209
		(s11,h11) : 0.000145906779319
		(s12,s2) : 0.579520936186
		(s12,s9) : 0.361395951361
		(s12,h12) : 0.000370101102939
		(h1,s1) : 1.94771092385e-05
		(h2,s2) : 0.000191467809901
		(h3,s3) : 0.000143596114889
		(h4,s4) : 0.00016934181196
		(h5,s5) : 8.28169468294e-05
		(h6,s6) : 0.000283694213455
		(h7,s7) : 0.000105707733581
		(h8,s8) : 0.000330387465159
		(h9,s9) : 0.000474073233952
		(h10,s10) : 5.15470140427e-05
		(h11,s11) : 0.000107013053323
		(h12,s12) : 0.000694237939021
ecmp	35	
		(s1,s2) : 0.020462804685
		(s1,h1) : 1.97145824879e-05
		(s2,s1) : 0.0197145824879
		(s2,s5) : 0.338689567322
		(s2,s6) : 0.283845109344
		(s2,s12) : 0.329691292097
		(s2,h2) : 0.000273391444609
		(s3,s6) : 0.239636615068
		(s3,s9) : 0.158628379057
		(s3,h3) : 0.000472727327296
		(s4,s7) : 0.242614096593
		(s4,s10) : 0.0385239535819
		(s4,s11) : 0.105113063728
		(s4,h4) : 0.000129560136646
		(s5,s2) : 0.311786930478
		(s5,s7) : 0.151526786511
		(s5,s8) : 0.258532966425
		(s5,h5) : 9.47150480995e-05
		(s6,s2) : 0.180543179818
		(s6,s3) : 0.347689637045
		(s6,s7) : 0.256773786247
		(s6,h6) : 0.000299260848115
		(s7,s4) : 0.217588400543
		(s7,s5) : 0.104423112878
		(s7,s6) : 0.304814000386
		(s7,h7) : 0.00012832740744
		(s8,s5) : 0.289579673045
		(s8,s10) : 0.0853159497926
		(s8,h8) : 0.000245742927417
		(s9,s3) : 0.37564362362
		(s9,s12) : 0.254631802936
		(s9,h9) : 0.000337603754302
		(s10,s4) : 0.0339703383048
		(s10,s8) : 0.0595174328072
		(s10,s11) : 0.0389763665199
		(s10,h10) : 5.41963059456e-05
		(s11,s4) : 0.0783952863183
		(s11,s10) : 0.0240960329605
		(s11,h11) : 0.000144089430248
		(s12,s2) : 0.533675935864
		(s12,s9) : 0.342213408897
		(s12,h12) : 0.000351048369706
		(h1,s1) : 2.0462804685e-05
		(h2,s2) : 0.000198863145014
		(h3,s3) : 0.000147659060756
		(h4,s4) : 0.000185857225383
		(h5,s5) : 8.38693782687e-05
		(h6,s6) : 0.000255971726428
		(h7,s7) : 0.000104238251895
		(h8,s8) : 0.000302588151023
		(h9,s9) : 0.000467037392904
		(h10,s10) : 3.87245072424e-05
		(h11,s11) : 0.000102491319279
		(h12,s12) : 0.000642614619434

